################################## JSON file used at runtime    ###################################################################
### certifiedGolden_11mar2020_2016_2017_2018.json
################################## NO systematics used at runtime ###################################################################
################################## Preliminary Cut Values ###################################################################
########################### variableName                        value1          value2          value3          value4          level
### Preliminary cut values: produceSkim          1                 -               -               -               -1
### Preliminary cut values: eleEta_bar            	1.4442        -                    -               -               -1
### Preliminary cut values: eleEta_end1            	1.566        2.0                  -               -               -1
### Preliminary cut values: eleEta_end2            	2.000        2.5                  -               -               -1
### Preliminary cut values: QCDFakeRateFileName		/afs/cern.ch/user/e/eipearso/public/plotsToShare/fr2D_2018.root	- - - -1
### Preliminary cut values: TriggerSFFileName   egammaEffi.txt_EGM2D.root  - - - -1
### Preliminary cut values: RecoSFFileName /afs/cern.ch/user/s/scooper/work/public/Leptoquarks/egammaRecoSF/2018/egammaEffi.txt_EGM2D_updatedAll.root  - - - -1
### Preliminary cut values: AnalysisYear   2018  - - - -1
### Preliminary cut values: BTagAlgo       DeepJet  - - - -1
### Preliminary cut values: BTagWP         Medium   - - - -1
### Preliminary cut values: BTagCutValue   0.2770   - - - -1
################################## Cuts #########################################################################################################################################################################################################################
#id                       variableName                min1                max1                min2                max2               level                   N               Npass              EffRel           errEffRel              EffAbs           errEffAbs
  1                             NoCuts                   -                   -                   -                   -                  -1         298566.0000         298566.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  2                           PassJSON                   -                   -                   -                   -                  -1         298566.0000         298566.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  3                         nEle_ptCut                   -                   -                   -                   -                  -1         298566.0000         187948.0000              0.6295          8.8384e-04              0.6295          8.8384e-04
  4                            Ele1_Pt                   -                   -                   -                   -                  -1         187948.0000         187948.0000              1.0000          0.0000e+00              0.6295          8.8384e-04
  5                        PassTrigger                   -                   -                   -                   -                  -1         187948.0000         187938.0000              0.9999          1.6825e-05              0.6295          8.8385e-04
  6                        Reweighting              0.0000              1.0000                   -                   -                   0         187938.0000            155.2265          8.2595e-04          0.0000e+00          5.1991e-04          7.3001e-07
  7                        PassLHECuts              0.0000              1.0000                   -                   -                   0            155.2265            155.2265              1.0000          0.0000e+00          5.1991e-04          7.3001e-07
  8                           PassJSON              0.0000              1.0000                   -                   -                   0            155.2265            155.2265              1.0000          0.0000e+00          5.1991e-04          7.3001e-07
  9                            PassHLT              0.0000              1.0000                   -                   -                   0            155.2265            155.2265              1.0000          0.0000e+00          5.1991e-04          7.3001e-07
 10 PassGlobalSuperTightHalo2016Filter              0.0000              1.0000                   -                   -                   0            155.2265            155.2266              1.0000          6.2152e-09          5.1991e-04          7.3002e-07
 11                   PassGoodVertices              0.0000              1.0000                   -                   -                   0            155.2266            155.2266              1.0000          0.0000e+00          5.1991e-04          7.3002e-07
 12                PassHBHENoiseFilter              0.0000              1.0000                   -                   -                   0            155.2266            155.2248              1.0000          6.2152e-09          5.1990e-04          7.3003e-07
 13             PassHBHENoiseIsoFilter              0.0000              1.0000                   -                   -                   0            155.2248            155.2182              1.0000          1.3184e-08          5.1988e-04          7.3004e-07
 14        PassBadEESupercrystalFilter              0.0000              1.0000                   -                   -                   0            155.2182            155.2182              1.0000          0.0000e+00          5.1988e-04          7.3004e-07
 15           PassEcalDeadCellTrigPrim              0.0000              1.0000                   -                   -                   0            155.2182            154.9454              0.9982          8.4018e-08          5.1897e-04          7.3068e-07
 16                PassBadPFMuonFilter              0.0000              1.0000                   -                   -                   0            154.9454            154.9424              1.0000          9.8488e-09          5.1896e-04          7.3069e-07
 17             PassEcalBadCalibFilter              0.0000              1.0000                   -                   -                   0            154.9424            154.9351              1.0000          1.3929e-08          5.1893e-04          7.3071e-07
 18                           PassNEle              0.0000              1.0000                   -                   -                   1            154.9351            154.9952              1.0004          0.0000e+00          5.1913e-04          7.3099e-07
 19                          PassNMuon              0.0000              1.0000                   -                   -                   1            154.9952            155.0013              1.0000          3.6078e-08          5.1915e-04          7.3137e-07
 20                    nEle_hltMatched                -inf                +inf                   -                   -                   1            155.0013            154.9411              0.9996          0.0000e+00          5.1895e-04          7.3108e-07
 21                    nJet_hltMatched                -inf                +inf                   -                   -                   1            154.9411            154.9411              1.0000          0.0000e+00          5.1895e-04          7.3108e-07
 22                            Ele1_Pt             50.0000                +inf                   -                   -                   1            154.9411            155.0013              1.0004          0.0000e+00          5.1915e-04          7.3137e-07
 23                           Ele1_Eta                -inf             -1.3000                   -                   -                   1            155.0013             18.8526              0.1216          6.2950e-07          6.3144e-05          4.0517e-07
 24                           Ele1_Phi             -1.5708             -0.8727                   -                   -                   1             18.8526              2.0589              0.1092          1.7384e-06          6.8958e-06          1.3806e-07
 25                            Ele2_Pt             50.0000                +inf                   -                   -                   1              2.0589              2.0579              0.9995          3.3629e-07          6.8927e-06          1.3803e-07
 26                           Ele2_Eta                -inf                +inf                   -                   -                   1              2.0579              2.0579              1.0000          0.0000e+00          6.8927e-06          1.3803e-07
 27                           Ele2_Phi                -inf                +inf                   -                   -                   1              2.0579              2.0579              1.0000          0.0000e+00          6.8927e-06          1.3803e-07
 28                               nJet                -inf                +inf                   -                   -                   1              2.0579              2.0579              1.0000          0.0000e+00          6.8927e-06          1.3803e-07
