################################## JSON file used at runtime    ###################################################################
### certifiedGolden_11mar2020_2016_2017_2018.json
################################## NO systematics used at runtime ###################################################################
################################## Preliminary Cut Values ###################################################################
########################### variableName                        value1          value2          value3          value4          level
### Preliminary cut values: produceSkim          1                 -               -               -               -1
### Preliminary cut values: eleEta_bar            	1.4442        -                    -               -               -1
### Preliminary cut values: eleEta_end1            	1.566        2.0                  -               -               -1
### Preliminary cut values: eleEta_end2            	2.000        2.5                  -               -               -1
### Preliminary cut values: QCDFakeRateFileName		/afs/cern.ch/user/e/eipearso/public/plotsToShare/fr2D_2018.root	- - - -1
### Preliminary cut values: TriggerSFFileName   egammaEffi.txt_EGM2D.root  - - - -1
### Preliminary cut values: RecoSFFileName /afs/cern.ch/user/s/scooper/work/public/Leptoquarks/egammaRecoSF/2018/egammaEffi.txt_EGM2D_updatedAll.root  - - - -1
### Preliminary cut values: AnalysisYear   2018  - - - -1
### Preliminary cut values: BTagAlgo       DeepJet  - - - -1
### Preliminary cut values: BTagWP         Medium   - - - -1
### Preliminary cut values: BTagCutValue   0.2770   - - - -1
################################## Cuts #########################################################################################################################################################################################################################
#id                       variableName                min1                max1                min2                max2               level                   N               Npass              EffRel           errEffRel              EffAbs           errEffAbs
  1                             NoCuts                   -                   -                   -                   -                  -1        1000000.0000        1000000.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  2                           PassJSON                   -                   -                   -                   -                  -1        1000000.0000        1000000.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  3                         nEle_ptCut                   -                   -                   -                   -                  -1        1000000.0000         387900.0000              0.3879          4.8727e-04              0.3879          4.8727e-04
  4                            Ele1_Pt                   -                   -                   -                   -                  -1         387900.0000         387900.0000              1.0000          0.0000e+00              0.3879          4.8727e-04
  5                        PassTrigger                   -                   -                   -                   -                  -1         387900.0000         384937.0000              0.9924          1.3979e-04              0.3849          4.8658e-04
  6                        Reweighting              0.0000              1.0000                   -                   -                   0         384937.0000        1066784.3415              2.7713          0.0000e+00              1.0668          1.3485e-03
  7                        PassLHECuts              0.0000              1.0000                   -                   -                   0        1066784.3415        1066784.3415              1.0000          0.0000e+00              1.0668          1.3485e-03
  8                           PassJSON              0.0000              1.0000                   -                   -                   0        1066784.3415        1066784.3415              1.0000          0.0000e+00              1.0668          1.3485e-03
  9                            PassHLT              0.0000              1.0000                   -                   -                   0        1066784.3415        1066784.3415              1.0000          0.0000e+00              1.0668          1.3485e-03
 10 PassGlobalSuperTightHalo2016Filter              0.0000              1.0000                   -                   -                   0        1066784.3415        1066775.1009              1.0000          1.2470e-05              1.0668          1.3485e-03
 11                   PassGoodVertices              0.0000              1.0000                   -                   -                   0        1066775.1009        1066775.1009              1.0000          0.0000e+00              1.0668          1.3485e-03
