################################## JSON file used at runtime    ###################################################################
### certifiedGolden_11mar2020_2016_2017_2018.json
################################## NO systematics used at runtime ###################################################################
################################## Preliminary Cut Values ###################################################################
########################### variableName                        value1          value2          value3          value4          level
### Preliminary cut values: produceSkim          1                 -               -               -               -1
### Preliminary cut values: eleEta_bar            	1.4442        -                    -               -               -1
### Preliminary cut values: eleEta_end1            	1.566        2.0                  -               -               -1
### Preliminary cut values: eleEta_end2            	2.000        2.5                  -               -               -1
### Preliminary cut values: QCDFakeRateFileName		/afs/cern.ch/user/s/scooper/work/public/Leptoquarks/qcd_fake_rate/2016/FR2D2JetReminiAOD23_10.root	- - - -1
### Preliminary cut values: TriggerSFFileName   egammaEffi.txt_EGM2D.root  - - - -1
### Preliminary cut values: RecoSFFileName /afs/cern.ch/user/s/scooper/work/public/Leptoquarks/egammaRecoSF/2018/egammaEffi.txt_EGM2D_updatedAll.root  - - - -1
### Preliminary cut values: AnalysisYear   2018  - - - -1
### Preliminary cut values: BTagAlgo       DeepJet  - - - -1
### Preliminary cut values: BTagWP         Medium   - - - -1
### Preliminary cut values: BTagCutValue   0.2770   - - - -1
################################## Cuts #########################################################################################################################################################################################################################
#id                       variableName                min1                max1                min2                max2               level                   N               Npass              EffRel           errEffRel              EffAbs           errEffAbs
  1                             NoCuts                   -                   -                   -                   -                  -1          99000.0000          99000.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  2                           PassJSON                   -                   -                   -                   -                  -1          99000.0000          99000.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  3                         nEle_ptCut                   -                   -                   -                   -                  -1          99000.0000          57822.0000              0.5841          1.5665e-03              0.5841          1.5665e-03
  4                            Ele1_Pt                   -                   -                   -                   -                  -1          57822.0000          57822.0000              1.0000          0.0000e+00              0.5841          1.5665e-03
  5                        PassTrigger                   -                   -                   -                   -                  -1          57822.0000          57724.0000              0.9983          1.7106e-04              0.5831          1.5670e-03
  6                        Reweighting              0.0000              1.0000                   -                   -                   0          57724.0000         272218.6145              4.7159          0.0000e+00              2.7497          7.3898e-03
  7                        PassLHECuts              0.0000              1.0000                   -                   -                   0         272218.6145         272218.6145              1.0000          0.0000e+00              2.7497          7.3898e-03
  8                           PassJSON              0.0000              1.0000                   -                   -                   0         272218.6145         272218.6145              1.0000          0.0000e+00              2.7497          7.3898e-03
  9                            PassHLT              0.0000              1.0000                   -                   -                   0         272218.6145         272218.6145              1.0000          0.0000e+00              2.7497          7.3898e-03
 10 PassGlobalSuperTightHalo2016Filter              0.0000              1.0000                   -                   -                   0         272218.6145         272171.0910              0.9998          2.5833e-04              2.7492          7.3901e-03
 11                   PassGoodVertices              0.0000              1.0000                   -                   -                   0         272171.0910         272171.0910              1.0000          0.0000e+00              2.7492          7.3901e-03
 12                PassHBHENoiseFilter              0.0000              1.0000                   -                   -                   0         272171.0910         272166.4743              1.0000          8.1710e-05              2.7492          7.3901e-03
 13             PassHBHENoiseIsoFilter              0.0000              1.0000                   -                   -                   0         272166.4743         272044.7845              0.9996          4.1656e-04              2.7479          7.3908e-03
 14        PassBadEESupercrystalFilter              0.0000              1.0000                   -                   -                   0         272044.7845         272044.7845              1.0000          0.0000e+00              2.7479          7.3908e-03
 15           PassEcalDeadCellTrigPrim              0.0000              1.0000                   -                   -                   0         272044.7845         271755.4563              0.9989          6.4336e-04              2.7450          7.3925e-03
 16                PassBadPFMuonFilter              0.0000              1.0000                   -                   -                   0         271755.4563         271746.0405              1.0000          1.1573e-04              2.7449          7.3925e-03
 17             PassEcalBadCalibFilter              0.0000              1.0000                   -                   -                   0         271746.0405         271703.9613              0.9998          2.4550e-04              2.7445          7.3927e-03
 18                           PassNEle              0.0000              1.0000                   -                   -                   1         271703.9613         271703.9613              1.0000          0.0000e+00              2.7445          7.3927e-03
 19                          PassNMuon              0.0000              1.0000                   -                   -                   1         271703.9613         271625.4213              0.9997          3.3744e-04              2.7437          7.3932e-03
 20                    nEle_hltMatched                -inf                +inf                   -                   -                   1         271625.4213         271625.4213              1.0000          0.0000e+00              2.7437          7.3932e-03
 21                    nJet_hltMatched                -inf                +inf                   -                   -                   1         271625.4213         271625.4213              1.0000          0.0000e+00              2.7437          7.3932e-03
 22                            Ele1_Pt             50.0000                +inf                   -                   -                   1         271625.4213         271576.3949              0.9998          2.7154e-04              2.7432          7.3936e-03
 23                           Ele1_Eta                -inf                +inf                   -                   -                   1         271576.3949         271576.3949              1.0000          0.0000e+00              2.7432          7.3936e-03
 24                           Ele1_Phi                -inf                +inf                   -                   -                   1         271576.3949         271576.3949              1.0000          0.0000e+00              2.7432          7.3936e-03
 25                            Ele2_Pt             50.0000                +inf                   -                   -                   1         271576.3949         264428.2301              0.9737          3.2004e-03              2.6710          7.4358e-03
 26                           Ele2_Eta                -inf                +inf                   -                   -                   1         264428.2301         264428.2301              1.0000          0.0000e+00              2.6710          7.4358e-03
 27                           Ele2_Phi                -inf                +inf                   -                   -                   1         264428.2301         264428.2301              1.0000          0.0000e+00              2.6710          7.4358e-03
 28                               nJet                -inf                +inf                   -                   -                   1         264428.2301         264428.2301              1.0000          0.0000e+00              2.6710          7.4358e-03
 29                            Jet1_Pt             50.0000                +inf                   -                   -                   1         264428.2301         263458.9217              0.9963          1.2072e-03              2.6612          7.4399e-03
 30                           Jet1_Eta             -2.4000              2.4000                   -                   -                   1         263458.9217         263458.9217              1.0000          0.0000e+00              2.6612          7.4399e-03
 31                           Jet1_Phi                -inf                +inf                   -                   -                   1         263458.9217         263458.9217              1.0000          0.0000e+00              2.6612          7.4399e-03
 32                            Jet2_Pt             50.0000                +inf                   -                   -                   1         263458.9217         241428.9680              0.9164          5.5251e-03              2.4387          7.4957e-03
 33                           Jet2_Eta                -inf             -1.3000                   -                   -                   1         241428.9680          32307.8596              0.1338          7.1040e-03              0.3263          3.8053e-03
 34                           Jet2_Phi             -1.5700             -0.8700                   -                   -                   1          32307.8596           3823.6137              0.1183          1.8453e-02          3.8622e-02          1.3532e-03
 35                            Jet3_Pt                -inf                +inf                   -                   -                   1           3823.6137           3823.6137              1.0000          0.0000e+00          3.8622e-02          1.3532e-03
 36                           Jet3_Eta             -2.4000              2.4000                   -                   -                   1           3823.6137           3823.6137              1.0000          0.0000e+00          3.8622e-02          1.3532e-03
 37                           Jet3_Phi                -inf                +inf                   -                   -                   1           3823.6137           3823.6137              1.0000          0.0000e+00          3.8622e-02          1.3532e-03
 38                        DR_Ele1Jet1                -inf                +inf                   -                   -                   1           3823.6137           3823.6137              1.0000          0.0000e+00          3.8622e-02          1.3532e-03
 39                        DR_Ele1Jet2                -inf                +inf                   -                   -                   1           3823.6137           3823.6137              1.0000          0.0000e+00          3.8622e-02          1.3532e-03
 40                        DR_Ele2Jet1                -inf                +inf                   -                   -                   1           3823.6137           3823.6137              1.0000          0.0000e+00          3.8622e-02          1.3532e-03
 41                        DR_Ele2Jet2                -inf                +inf                   -                   -                   1           3823.6137           3823.6137              1.0000          0.0000e+00          3.8622e-02          1.3532e-03
 42                        DR_Jet1Jet2                -inf                +inf                   -                   -                   1           3823.6137           3823.6137              1.0000          0.0000e+00          3.8622e-02          1.3532e-03
 43                            sT_eejj            300.0000                +inf                   -                   -                   1           3823.6137           3823.6137              1.0000          0.0000e+00          3.8622e-02          1.3532e-03
 44                      sT_eejj_bkgCR            300.0000                +inf                   -                   -                   1           3823.6137           3823.6137              1.0000          0.0000e+00          3.8622e-02          1.3532e-03
 45                            Pt_e1e2             70.0000                +inf                   -                   -                   1           3823.6137           3599.3483              0.9413          3.9384e-02          3.6357e-02          1.3137e-03
 46                             M_e1e2             50.0000                +inf                   -                   -                   1           3599.3483           3586.2365              0.9964          1.0775e-02          3.6225e-02          1.3116e-03
