################################## JSON file used at runtime    ###################################################################
### certifiedGolden_11mar2020_2016_2017_2018.json
################################## NO systematics used at runtime ###################################################################
################################## Preliminary Cut Values ###################################################################
########################### variableName                        value1          value2          value3          value4          level
### Preliminary cut values: produceSkim          1                 -               -               -               -1
### Preliminary cut values: eleEta_bar            	1.4442        -                    -               -               -1
### Preliminary cut values: eleEta_end1            	1.566        2.0                  -               -               -1
### Preliminary cut values: eleEta_end2            	2.000        2.5                  -               -               -1
### Preliminary cut values: QCDFakeRateFileName		/afs/cern.ch/user/e/eipearso/public/plotsToShare/fr2D_2018.root	- - - -1
### Preliminary cut values: TriggerSFFileName   egammaEffi.txt_EGM2D.root  - - - -1
### Preliminary cut values: RecoSFFileName /afs/cern.ch/user/s/scooper/work/public/Leptoquarks/egammaRecoSF/2018/egammaEffi.txt_EGM2D_updatedAll.root  - - - -1
### Preliminary cut values: AnalysisYear   2018  - - - -1
### Preliminary cut values: BTagAlgo       DeepJet  - - - -1
### Preliminary cut values: BTagWP         Medium   - - - -1
### Preliminary cut values: BTagCutValue   0.2770   - - - -1
################################## Cuts #########################################################################################################################################################################################################################
#id                       variableName                min1                max1                min2                max2               level                   N               Npass              EffRel           errEffRel              EffAbs           errEffAbs
  1                             NoCuts                   -                   -                   -                   -                  -1        9606758.0000        9606758.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  2                           PassJSON                   -                   -                   -                   -                  -1        9606758.0000        9606758.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  3                         nEle_ptCut                   -                   -                   -                   -                  -1        9606758.0000            737.0000          7.6717e-05          2.8258e-06          7.6717e-05          2.8258e-06
  4                            Ele1_Pt                   -                   -                   -                   -                  -1            737.0000            737.0000              1.0000          0.0000e+00          7.6717e-05          2.8258e-06
  5                        PassTrigger                   -                   -                   -                   -                  -1            737.0000            711.0000              0.9647          6.7955e-03          7.4010e-05          2.7755e-06
  6                        Reweighting              0.0000              1.0000                   -                   -                   0            711.0000        6206893.2939           8729.8077          0.0000e+00              0.6461          2.4230e-02
  7                        PassLHECuts              0.0000              1.0000                   -                   -                   0        6206893.2939        6206893.2939              1.0000          0.0000e+00              0.6461          2.4230e-02
  8                           PassJSON              0.0000              1.0000                   -                   -                   0        6206893.2939        6206893.2939              1.0000          0.0000e+00              0.6461          2.4230e-02
  9                            PassHLT              0.0000              1.0000                   -                   -                   0        6206893.2939        6206893.2939              1.0000          0.0000e+00              0.6461          2.4230e-02
 10 PassGlobalSuperTightHalo2016Filter              0.0000              1.0000                   -                   -                   0        6206893.2939        6206893.2939              1.0000          0.0000e+00              0.6461          2.4230e-02
 11                   PassGoodVertices              0.0000              1.0000                   -                   -                   0        6206893.2939        6206893.2939              1.0000          0.0000e+00              0.6461          2.4230e-02
 12                PassHBHENoiseFilter              0.0000              1.0000                   -                   -                   0        6206893.2939        6206893.2939              1.0000          0.0000e+00              0.6461          2.4230e-02
 13             PassHBHENoiseIsoFilter              0.0000              1.0000                   -                   -                   0        6206893.2939        6197773.6465              0.9985             12.2688              0.6451          2.4211e-02
 14        PassBadEESupercrystalFilter              0.0000              1.0000                   -                   -                   0        6197773.6465        6197773.6465              1.0000          0.0000e+00              0.6451          2.4211e-02
 15           PassEcalDeadCellTrigPrim              0.0000              1.0000                   -                   -                   0        6197773.6465        6197773.6465              1.0000          0.0000e+00              0.6451          2.4211e-02
 16                PassBadPFMuonFilter              0.0000              1.0000                   -                   -                   0        6197773.6465        6197773.6465              1.0000          0.0000e+00              0.6451          2.4211e-02
 17             PassEcalBadCalibFilter              0.0000              1.0000                   -                   -                   0        6197773.6465        6197773.6465              1.0000          0.0000e+00              0.6451          2.4211e-02
 18                           PassNEle              0.0000              1.0000                   -                   -                   1        6197773.6465        6197773.6465              1.0000          0.0000e+00              0.6451          2.4211e-02
 19                          PassNMuon              0.0000              1.0000                   -                   -                   1        6197773.6465        6197773.6465              1.0000          0.0000e+00              0.6451          2.4211e-02
 20                    nEle_hltMatched                -inf                +inf                   -                   -                   1        6197773.6465        6197773.6465              1.0000          0.0000e+00              0.6451          2.4211e-02
 21                    nJet_hltMatched                -inf                +inf                   -                   -                   1        6197773.6465        6197773.6465              1.0000          0.0000e+00              0.6451          2.4211e-02
 22                            Ele1_Pt             50.0000                +inf                   -                   -                   1        6197773.6465        4289250.3013              0.6921            151.9173              0.4465          2.0170e-02
 23                           Ele1_Eta                -inf             -1.3000                   -                   -                   1        4289250.3013         834534.2769              0.1946            158.9659          8.6870e-02          9.0079e-03
 24                           Ele1_Phi             -1.5708             -0.8727                   -                   -                   1         834534.2769         101514.3540              0.1216            309.0392          1.0567e-02          3.1861e-03
 25                            Ele2_Pt             50.0000                +inf                   -                   -                   1         101514.3540          65890.6392              0.6491           1365.2609          6.8588e-03          2.5924e-03
 26                           Ele2_Eta                -inf                +inf                   -                   -                   1          65890.6392          65890.6392              1.0000          0.0000e+00          6.8588e-03          2.5924e-03
 27                           Ele2_Phi                -inf                +inf                   -                   -                   1          65890.6392          65890.6392              1.0000          0.0000e+00          6.8588e-03          2.5924e-03
 28                               nJet                -inf                +inf                   -                   -                   1          65890.6392          65890.6392              1.0000          0.0000e+00          6.8588e-03          2.5924e-03
 29                            Jet1_Pt             50.0000                +inf                   -                   -                   1          65890.6392          36624.0288              0.5558           1712.5753          3.8123e-03          1.9062e-03
 30                           Jet1_Eta             -2.4000              2.4000                   -                   -                   1          36624.0288          36624.0288              1.0000          0.0000e+00          3.8123e-03          1.9062e-03
 31                           Jet1_Phi                -inf                +inf                   -                   -                   1          36624.0288          36624.0288              1.0000          0.0000e+00          3.8123e-03          1.9062e-03
 32                            Jet2_Pt             50.0000                +inf                   -                   -                   1          36624.0288           9021.1729              0.2463           1953.1412          9.3904e-04          9.3904e-04
 33                           Jet2_Eta             -2.4000              2.4000                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 34                           Jet2_Phi                -inf                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 35                            Jet3_Pt                -inf                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 36                           Jet3_Eta             -2.4000              2.4000                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 37                           Jet3_Phi                -inf                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 38                        DR_Ele1Jet1                -inf                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 39                        DR_Ele1Jet2                -inf                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 40                        DR_Ele2Jet1                -inf                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 41                        DR_Ele2Jet2                -inf                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 42                        DR_Jet1Jet2                -inf                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 43                            sT_eejj            300.0000                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 44                      sT_eejj_bkgCR            300.0000                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 45                            Pt_e1e2             70.0000                +inf                   -                   -                   1           9021.1729           9021.1729              1.0000          0.0000e+00          9.3904e-04          9.3904e-04
 46                             M_e1e2             50.0000                +inf                   -                   -                   1           9021.1729          0.0000e+00          0.0000e+00                -nan          0.0000e+00                -nan
 47                             M_e1j1                -inf                +inf                   -                   -                   0          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 48                             M_e1j2                -inf                +inf                   -                   -                   0          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 49                             M_e2j1                -inf                +inf                   -                   -                   0          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 50                             M_e2j2                -inf                +inf                   -                   -                   0          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 51                              Masym                -inf                +inf                   -                   -                   0          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 52                             MejMin                -inf                +inf                   -                   -                   0          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 53                             MejMax                -inf                +inf                   -                   -                   0          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 54                              Meejj                -inf                +inf                   -                   -                   0          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 55                  trainingSelection                -inf                +inf                   -                   -                   1          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 56                     PFMET_Type1_Pt                -inf                +inf                   -                   -                   0          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 57                    PFMET_Type1_Phi                -inf                +inf                   -                   -                   0          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 58                       M_e1e2_bkgCR             50.0000                +inf                   -                   -                   1          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 59                       preselection                -inf                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 60                        sT_eejj_opt                -inf                +inf                   -                   -                   1          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 61                         M_e1e2_opt                -inf                +inf                   -                   -                   1          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 62                        Mej_min_opt                -inf                +inf                   -                   -                   1          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 63                      sT_eejj_LQ300            475.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 64                       M_e1e2_LQ300            225.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 65                     min_M_ej_LQ300            235.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 66                      sT_eejj_LQ400            625.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 67                       M_e1e2_LQ400            235.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 68                     min_M_ej_LQ400            330.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 69                      sT_eejj_LQ500            770.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 70                       M_e1e2_LQ500            250.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 71                     min_M_ej_LQ500            420.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 72                      sT_eejj_LQ600            905.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 73                       M_e1e2_LQ600            265.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 74                     min_M_ej_LQ600            500.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 75                      sT_eejj_LQ700           1040.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 76                       M_e1e2_LQ700            280.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 77                     min_M_ej_LQ700            575.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 78                      sT_eejj_LQ800           1170.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 79                       M_e1e2_LQ800            295.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 80                     min_M_ej_LQ800            640.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 81                      sT_eejj_LQ900           1295.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 82                       M_e1e2_LQ900            315.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 83                     min_M_ej_LQ900            700.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 84                     sT_eejj_LQ1000           1415.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 85                      M_e1e2_LQ1000            330.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 86                    min_M_ej_LQ1000            750.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 87                     sT_eejj_LQ1100           1530.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 88                      M_e1e2_LQ1100            350.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
