################################## JSON file used at runtime    ###################################################################
### certifiedGolden_11mar2020_2016_2017_2018.json
################################## NO systematics used at runtime ###################################################################
################################## Preliminary Cut Values ###################################################################
########################### variableName                        value1          value2          value3          value4          level
### Preliminary cut values: produceSkim          1                 -               -               -               -1
### Preliminary cut values: eleEta_bar            	1.4442        -                    -               -               -1
### Preliminary cut values: eleEta_end1            	1.566        2.0                  -               -               -1
### Preliminary cut values: eleEta_end2            	2.000        2.5                  -               -               -1
### Preliminary cut values: QCDFakeRateFileName		/afs/cern.ch/user/s/scooper/work/public/Leptoquarks/qcd_fake_rate/2016/FR2D2JetReminiAOD23_10.root	- - - -1
### Preliminary cut values: TriggerSFFileName   egammaEffi.txt_EGM2D.root  - - - -1
### Preliminary cut values: RecoSFFileName /afs/cern.ch/user/s/scooper/work/public/Leptoquarks/egammaRecoSF/2018/egammaEffi.txt_EGM2D_updatedAll.root  - - - -1
### Preliminary cut values: AnalysisYear   2018  - - - -1
### Preliminary cut values: BTagAlgo       DeepJet  - - - -1
### Preliminary cut values: BTagWP         Medium   - - - -1
### Preliminary cut values: BTagCutValue   0.2770   - - - -1
################################## Cuts #########################################################################################################################################################################################################################
#id                       variableName                min1                max1                min2                max2               level                   N               Npass              EffRel           errEffRel              EffAbs           errEffAbs
  1                             NoCuts                   -                   -                   -                   -                  -1         100000.0000         100000.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  2                           PassJSON                   -                   -                   -                   -                  -1         100000.0000         100000.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  3                         nEle_ptCut                   -                   -                   -                   -                  -1         100000.0000          62992.0000              0.6299          1.5268e-03              0.6299          1.5268e-03
  4                            Ele1_Pt                   -                   -                   -                   -                  -1          62992.0000          62992.0000              1.0000          0.0000e+00              0.6299          1.5268e-03
  5                        PassTrigger                   -                   -                   -                   -                  -1          62992.0000          62992.0000              1.0000          0.0000e+00              0.6299          1.5268e-03
  6                        Reweighting              0.0000              1.0000                   -                   -                   0          62992.0000              0.6345          1.0072e-05          0.0000e+00          6.3445e-06          1.5378e-08
  7                        PassLHECuts              0.0000              1.0000                   -                   -                   0              0.6345              0.6345              1.0000          0.0000e+00          6.3445e-06          1.5378e-08
  8                           PassJSON              0.0000              1.0000                   -                   -                   0              0.6345              0.6345              1.0000          0.0000e+00          6.3445e-06          1.5378e-08
  9                            PassHLT              0.0000              1.0000                   -                   -                   0              0.6345              0.6345              1.0000          0.0000e+00          6.3445e-06          1.5378e-08
 10 PassGlobalSuperTightHalo2016Filter              0.0000              1.0000                   -                   -                   0              0.6345              0.6344              0.9999          3.1977e-10          6.3441e-06          1.5378e-08
 11                   PassGoodVertices              0.0000              1.0000                   -                   -                   0              0.6344              0.6344              1.0000          0.0000e+00          6.3441e-06          1.5378e-08
 12                PassHBHENoiseFilter              0.0000              1.0000                   -                   -                   0              0.6344              0.6344              1.0000          2.2613e-10          6.3439e-06          1.5379e-08
 13             PassHBHENoiseIsoFilter              0.0000              1.0000                   -                   -                   0              0.6344              0.6343              0.9998          5.0563e-10          6.3429e-06          1.5379e-08
 14        PassBadEESupercrystalFilter              0.0000              1.0000                   -                   -                   0              0.6343              0.6343              1.0000          0.0000e+00          6.3429e-06          1.5379e-08
 15           PassEcalDeadCellTrigPrim              0.0000              1.0000                   -                   -                   0              0.6343              0.6249              0.9851          4.8618e-09          6.2486e-06          1.5457e-08
 16                PassBadPFMuonFilter              0.0000              1.0000                   -                   -                   0              0.6249              0.6230              0.9970          2.2050e-09          6.2299e-06          1.5472e-08
 17             PassEcalBadCalibFilter              0.0000              1.0000                   -                   -                   0              0.6230              0.6229              0.9999          3.6411e-10          6.2295e-06          1.5472e-08
 18                           PassNEle              0.0000              1.0000                   -                   -                   1              0.6229              0.6229              1.0000          0.0000e+00          6.2295e-06          1.5472e-08
 19                          PassNMuon              0.0000              1.0000                   -                   -                   1              0.6229              0.6152              0.9876          4.4850e-09          6.1521e-06          1.5529e-08
 20                    nEle_hltMatched                -inf                +inf                   -                   -                   1              0.6152              0.6152              1.0000          0.0000e+00          6.1521e-06          1.5529e-08
 21                    nJet_hltMatched                -inf                +inf                   -                   -                   1              0.6152              0.6152              1.0000          0.0000e+00          6.1521e-06          1.5529e-08
 22                            Ele1_Pt             50.0000                +inf                   -                   -                   1              0.6152              0.6152              1.0000          0.0000e+00          6.1521e-06          1.5529e-08
 23                           Ele1_Eta                -inf                +inf                   -                   -                   1              0.6152              0.6152              1.0000          0.0000e+00          6.1521e-06          1.5529e-08
 24                           Ele1_Phi                -inf                +inf                   -                   -                   1              0.6152              0.6152              1.0000          0.0000e+00          6.1521e-06          1.5529e-08
 25                            Ele2_Pt             50.0000                +inf                   -                   -                   1              0.6152              0.6150              0.9996          8.0770e-10          6.1497e-06          1.5531e-08
 26                           Ele2_Eta                -inf                +inf                   -                   -                   1              0.6150              0.6150              1.0000          0.0000e+00          6.1497e-06          1.5531e-08
 27                           Ele2_Phi                -inf                +inf                   -                   -                   1              0.6150              0.6150              1.0000          0.0000e+00          6.1497e-06          1.5531e-08
 28                               nJet                -inf                +inf                   -                   -                   1              0.6150              0.6150              1.0000          0.0000e+00          6.1497e-06          1.5531e-08
 29                            Jet1_Pt             50.0000                +inf                   -                   -                   1              0.6150              0.6150              1.0000          1.6497e-10          6.1496e-06          1.5531e-08
 30                           Jet1_Eta             -2.4000              2.4000                   -                   -                   1              0.6150              0.6150              1.0000          0.0000e+00          6.1496e-06          1.5531e-08
 31                           Jet1_Phi                -inf                +inf                   -                   -                   1              0.6150              0.6150              1.0000          0.0000e+00          6.1496e-06          1.5531e-08
 32                            Jet2_Pt             50.0000                +inf                   -                   -                   1              0.6150              0.6051              0.9839          5.1227e-09          6.0508e-06          1.5599e-08
 33                           Jet2_Eta             -2.4000              2.4000                   -                   -                   1              0.6051              0.6051              1.0000          0.0000e+00          6.0508e-06          1.5599e-08
 34                           Jet2_Phi             -1.5700             -0.8700                   -                   -                   1              0.6051          6.5467e-02              0.1082          1.2763e-08          6.5467e-07          7.8512e-09
 35                            Jet3_Pt                -inf                +inf                   -                   -                   1          6.5467e-02          6.5467e-02              1.0000          0.0000e+00          6.5467e-07          7.8512e-09
 36                           Jet3_Eta             -2.4000              2.4000                   -                   -                   1          6.5467e-02          6.5467e-02              1.0000          0.0000e+00          6.5467e-07          7.8512e-09
 37                           Jet3_Phi                -inf                +inf                   -                   -                   1          6.5467e-02          6.5467e-02              1.0000          0.0000e+00          6.5467e-07          7.8512e-09
 38                        DR_Ele1Jet1                -inf                +inf                   -                   -                   1          6.5467e-02          6.5467e-02              1.0000          0.0000e+00          6.5467e-07          7.8512e-09
 39                        DR_Ele1Jet2                -inf                +inf                   -                   -                   1          6.5467e-02          6.5467e-02              1.0000          0.0000e+00          6.5467e-07          7.8512e-09
 40                        DR_Ele2Jet1                -inf                +inf                   -                   -                   1          6.5467e-02          6.5467e-02              1.0000          0.0000e+00          6.5467e-07          7.8512e-09
 41                        DR_Ele2Jet2                -inf                +inf                   -                   -                   1          6.5467e-02          6.5467e-02              1.0000          0.0000e+00          6.5467e-07          7.8512e-09
 42                        DR_Jet1Jet2                -inf                +inf                   -                   -                   1          6.5467e-02          6.5467e-02              1.0000          0.0000e+00          6.5467e-07          7.8512e-09
 43                            sT_eejj            300.0000                +inf                   -                   -                   1          6.5467e-02          6.5467e-02              1.0000          0.0000e+00          6.5467e-07          7.8512e-09
 44                      sT_eejj_bkgCR            300.0000                +inf                   -                   -                   1          6.5467e-02          6.5467e-02              1.0000          0.0000e+00          6.5467e-07          7.8512e-09
 45                            Pt_e1e2             70.0000                +inf                   -                   -                   1          6.5467e-02          6.5163e-02              0.9954          8.4646e-09          6.5163e-07          7.8341e-09
 46                             M_e1e2             50.0000                +inf                   -                   -                   1          6.5163e-02          6.5163e-02              1.0000          0.0000e+00          6.5163e-07          7.8341e-09
 47                       M_e1e2_bkgCR             50.0000                +inf                   -                   -                   1          6.5163e-02          6.5163e-02              1.0000          0.0000e+00          6.5163e-07          7.8341e-09
 48                       preselection                -inf                +inf                   -                   -                   2          6.5163e-02          6.5163e-02              1.0000          0.0000e+00          6.5163e-07          7.8341e-09
 49                        sT_eejj_opt                -inf                +inf                   -                   -                   1          6.5163e-02          0.0000e+00          0.0000e+00                -nan          0.0000e+00                -nan
 50                         M_e1e2_opt                -inf                +inf                   -                   -                   1          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 51                        Mej_min_opt                -inf                +inf                   -                   -                   1          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 52                      sT_eejj_LQ300            475.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 53                       M_e1e2_LQ300            225.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 54                     min_M_ej_LQ300            235.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 55                      sT_eejj_LQ400            625.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 56                       M_e1e2_LQ400            235.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 57                     min_M_ej_LQ400            330.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 58                      sT_eejj_LQ500            770.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 59                       M_e1e2_LQ500            250.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 60                     min_M_ej_LQ500            420.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
