################################## JSON file used at runtime    ###################################################################
### certifiedGolden_11mar2020_2016_2017_2018.json
################################## NO systematics used at runtime ###################################################################
################################## Preliminary Cut Values ###################################################################
########################### variableName                        value1          value2          value3          value4          level
### Preliminary cut values: produceSkim          1                 -               -               -               -1
### Preliminary cut values: eleEta_bar            	1.4442        -                    -               -               -1
### Preliminary cut values: eleEta_end1            	1.566        2.0                  -               -               -1
### Preliminary cut values: eleEta_end2            	2.000        2.5                  -               -               -1
### Preliminary cut values: QCDFakeRateFileName		/afs/cern.ch/user/s/scooper/work/public/Leptoquarks/qcd_fake_rate/2016/FR2D2JetReminiAOD23_10.root	- - - -1
### Preliminary cut values: TriggerSFFileName   egammaEffi.txt_EGM2D.root  - - - -1
### Preliminary cut values: RecoSFFileName /afs/cern.ch/user/s/scooper/work/public/Leptoquarks/egammaRecoSF/2018/egammaEffi.txt_EGM2D_updatedAll.root  - - - -1
### Preliminary cut values: AnalysisYear   2018  - - - -1
### Preliminary cut values: BTagAlgo       DeepJet  - - - -1
### Preliminary cut values: BTagWP         Medium   - - - -1
### Preliminary cut values: BTagCutValue   0.2770   - - - -1
################################## Cuts #########################################################################################################################################################################################################################
#id                       variableName                min1                max1                min2                max2               level                   N               Npass              EffRel           errEffRel              EffAbs           errEffAbs
  1                             NoCuts                   -                   -                   -                   -                  -1         100000.0000         100000.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  2                           PassJSON                   -                   -                   -                   -                  -1         100000.0000         100000.0000              1.0000          0.0000e+00              1.0000          0.0000e+00
  3                         nEle_ptCut                   -                   -                   -                   -                  -1         100000.0000          63045.0000              0.6304          1.5264e-03              0.6304          1.5264e-03
  4                            Ele1_Pt                   -                   -                   -                   -                  -1          63045.0000          63045.0000              1.0000          0.0000e+00              0.6304          1.5264e-03
  5                        PassTrigger                   -                   -                   -                   -                  -1          63045.0000          63045.0000              1.0000          0.0000e+00              0.6304          1.5264e-03
  6                        Reweighting              0.0000              1.0000                   -                   -                   0          63045.0000          7.1073e-02          1.1273e-06          0.0000e+00          7.1073e-07          1.7207e-09
  7                        PassLHECuts              0.0000              1.0000                   -                   -                   0          7.1073e-02          7.1073e-02              1.0000          0.0000e+00          7.1073e-07          1.7207e-09
  8                           PassJSON              0.0000              1.0000                   -                   -                   0          7.1073e-02          7.1073e-02              1.0000          0.0000e+00          7.1073e-07          1.7207e-09
  9                            PassHLT              0.0000              1.0000                   -                   -                   0          7.1073e-02          7.1073e-02              1.0000          0.0000e+00          7.1073e-07          1.7207e-09
 10 PassGlobalSuperTightHalo2016Filter              0.0000              1.0000                   -                   -                   0          7.1073e-02          7.1069e-02              0.9999          3.5762e-11          7.1069e-07          1.7208e-09
 11                   PassGoodVertices              0.0000              1.0000                   -                   -                   0          7.1069e-02          7.1069e-02              1.0000          0.0000e+00          7.1069e-07          1.7208e-09
 12                PassHBHENoiseFilter              0.0000              1.0000                   -                   -                   0          7.1069e-02          7.1067e-02              1.0000          2.5290e-11          7.1067e-07          1.7208e-09
 13             PassHBHENoiseIsoFilter              0.0000              1.0000                   -                   -                   0          7.1067e-02          7.1058e-02              0.9999          5.0578e-11          7.1058e-07          1.7209e-09
 14        PassBadEESupercrystalFilter              0.0000              1.0000                   -                   -                   0          7.1058e-02          7.1058e-02              1.0000          0.0000e+00          7.1058e-07          1.7209e-09
 15           PassEcalDeadCellTrigPrim              0.0000              1.0000                   -                   -                   0          7.1058e-02          6.9775e-02              0.9819          5.9788e-10          6.9775e-07          1.7313e-09
 16                PassBadPFMuonFilter              0.0000              1.0000                   -                   -                   0          6.9775e-02          6.9699e-02              0.9989          1.4901e-10          6.9699e-07          1.7319e-09
 17             PassEcalBadCalibFilter              0.0000              1.0000                   -                   -                   0          6.9699e-02          6.9691e-02              0.9999          4.8240e-11          6.9691e-07          1.7320e-09
 18                           PassNEle              0.0000              1.0000                   -                   -                   1          6.9691e-02          6.9691e-02              1.0000          0.0000e+00          6.9691e-07          1.7320e-09
 19                          PassNMuon              0.0000              1.0000                   -                   -                   1          6.9691e-02          6.9560e-02              0.9981          1.9622e-10          6.9560e-07          1.7330e-09
 20                    nEle_hltMatched                -inf                +inf                   -                   -                   1          6.9560e-02          6.9560e-02              1.0000          0.0000e+00          6.9560e-07          1.7330e-09
 21                    nJet_hltMatched                -inf                +inf                   -                   -                   1          6.9560e-02          6.9560e-02              1.0000          0.0000e+00          6.9560e-07          1.7330e-09
 22                            Ele1_Pt             50.0000                +inf                   -                   -                   1          6.9560e-02          6.9560e-02              1.0000          0.0000e+00          6.9560e-07          1.7330e-09
 23                           Ele1_Eta                -inf                +inf                   -                   -                   1          6.9560e-02          6.9560e-02              1.0000          0.0000e+00          6.9560e-07          1.7330e-09
 24                           Ele1_Phi                -inf                +inf                   -                   -                   1          6.9560e-02          6.9560e-02              1.0000          0.0000e+00          6.9560e-07          1.7330e-09
 25                            Ele2_Pt             50.0000                +inf                   -                   -                   1          6.9560e-02          6.9542e-02              0.9997          7.3072e-11          6.9542e-07          1.7331e-09
 26                           Ele2_Eta                -inf                +inf                   -                   -                   1          6.9542e-02          6.9542e-02              1.0000          0.0000e+00          6.9542e-07          1.7331e-09
 27                           Ele2_Phi                -inf                +inf                   -                   -                   1          6.9542e-02          6.9542e-02              1.0000          0.0000e+00          6.9542e-07          1.7331e-09
 28                               nJet                -inf                +inf                   -                   -                   1          6.9542e-02          6.9542e-02              1.0000          0.0000e+00          6.9542e-07          1.7331e-09
 29                            Jet1_Pt             50.0000                +inf                   -                   -                   1          6.9542e-02          6.9532e-02              0.9998          5.4821e-11          6.9532e-07          1.7332e-09
 30                           Jet1_Eta             -2.4000              2.4000                   -                   -                   1          6.9532e-02          6.9532e-02              1.0000          0.0000e+00          6.9532e-07          1.7332e-09
 31                           Jet1_Phi                -inf                +inf                   -                   -                   1          6.9532e-02          6.9532e-02              1.0000          0.0000e+00          6.9532e-07          1.7332e-09
 32                            Jet2_Pt             50.0000                +inf                   -                   -                   1          6.9532e-02          6.8394e-02              0.9836          5.7494e-10          6.8394e-07          1.7413e-09
 33                           Jet2_Eta                -inf             -1.3000                   -                   -                   1          6.8394e-02          6.6544e-03          9.7296e-02          1.3564e-09          6.6544e-08          8.4024e-10
 34                           Jet2_Phi             -1.5700             -0.8700                   -                   -                   1          6.6544e-03          7.4288e-04              0.1116          4.6253e-09          7.4288e-09          2.8865e-10
 35                            Jet3_Pt                -inf                +inf                   -                   -                   1          7.4288e-04          7.4288e-04              1.0000          0.0000e+00          7.4288e-09          2.8865e-10
 36                           Jet3_Eta             -2.4000              2.4000                   -                   -                   1          7.4288e-04          7.4288e-04              1.0000          0.0000e+00          7.4288e-09          2.8865e-10
 37                           Jet3_Phi                -inf                +inf                   -                   -                   1          7.4288e-04          7.4288e-04              1.0000          0.0000e+00          7.4288e-09          2.8865e-10
 38                        DR_Ele1Jet1                -inf                +inf                   -                   -                   1          7.4288e-04          7.4288e-04              1.0000          0.0000e+00          7.4288e-09          2.8865e-10
 39                        DR_Ele1Jet2                -inf                +inf                   -                   -                   1          7.4288e-04          7.4288e-04              1.0000          0.0000e+00          7.4288e-09          2.8865e-10
 40                        DR_Ele2Jet1                -inf                +inf                   -                   -                   1          7.4288e-04          7.4288e-04              1.0000          0.0000e+00          7.4288e-09          2.8865e-10
 41                        DR_Ele2Jet2                -inf                +inf                   -                   -                   1          7.4288e-04          7.4288e-04              1.0000          0.0000e+00          7.4288e-09          2.8865e-10
 42                        DR_Jet1Jet2                -inf                +inf                   -                   -                   1          7.4288e-04          7.4288e-04              1.0000          0.0000e+00          7.4288e-09          2.8865e-10
 43                            sT_eejj            300.0000                +inf                   -                   -                   1          7.4288e-04          7.4288e-04              1.0000          0.0000e+00          7.4288e-09          2.8865e-10
 44                      sT_eejj_bkgCR            300.0000                +inf                   -                   -                   1          7.4288e-04          7.4288e-04              1.0000          0.0000e+00          7.4288e-09          2.8865e-10
 45                            Pt_e1e2             70.0000                +inf                   -                   -                   1          7.4288e-04          7.4177e-04              0.9985          1.7145e-09          7.4177e-09          2.8844e-10
 46                             M_e1e2             50.0000                +inf                   -                   -                   1          7.4177e-04          7.4177e-04              1.0000          0.0000e+00          7.4177e-09          2.8844e-10
 47                       M_e1e2_bkgCR             50.0000                +inf                   -                   -                   1          7.4177e-04          7.4177e-04              1.0000          0.0000e+00          7.4177e-09          2.8844e-10
 48                       preselection                -inf                +inf                   -                   -                   2          7.4177e-04          7.4177e-04              1.0000          0.0000e+00          7.4177e-09          2.8844e-10
 49                        sT_eejj_opt                -inf                +inf                   -                   -                   1          7.4177e-04          0.0000e+00          0.0000e+00                -nan          0.0000e+00                -nan
 50                         M_e1e2_opt                -inf                +inf                   -                   -                   1          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 51                        Mej_min_opt                -inf                +inf                   -                   -                   1          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 52                      sT_eejj_LQ300            475.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 53                       M_e1e2_LQ300            225.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 54                     min_M_ej_LQ300            235.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 55                      sT_eejj_LQ400            625.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 56                       M_e1e2_LQ400            235.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 57                     min_M_ej_LQ400            330.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
 58                      sT_eejj_LQ500            770.0000                +inf                   -                   -                   2          0.0000e+00          0.0000e+00                -nan                -nan          0.0000e+00                -nan
